unix_time_ms,sim_time_ms,robot_id,grid_x,grid_y,neuron_id,event_type
1763661859474,543,1,12,16,524,repel
1763661859474,543,5,12,16,524,repel
1763661859480,549,2,28,11,380,inject
1763661859490,559,3,21,16,533,inject
1763661859500,569,4,2,12,386,inject
1763661859511,580,5,12,16,524,inject
1763661859515,584,1,12,16,524,repel
1763661859515,584,5,12,16,524,repel
1763661859521,590,2,28,11,380,inject
1763661859531,600,3,21,16,533,inject
1763661859542,611,4,2,12,386,inject
1763661859552,621,5,12,16,524,inject
1763661859556,625,1,12,16,524,repel
1763661859556,625,5,12,16,524,repel
1763661859562,631,2,28,11,380,inject
1763661859573,642,3,20,16,532,inject
1763661859583,652,4,2,13,418,inject
1763661859593,662,5,12,16,524,inject
1763661859598,667,1,12,16,524,repel
1763661859598,667,5,12,16,524,repel
1763661859604,673,2,28,11,380,inject
1763661859614,683,3,20,16,532,inject
1763661859625,693,4,2,13,418,inject
1763661859635,704,5,12,15,492,inject
1763661859645,714,2,28,11,380,inject
1763661859656,724,3,20,16,532,inject
1763661859666,735,4,1,13,417,inject
1763661859676,745,5,12,15,492,inject
1763661859686,755,2,27,11,379,inject
1763661859697,766,3,20,16,532,inject
1763661859707,776,4,1,13,417,inject
1763661859717,786,5,11,16,523,inject
1763661859728,797,1,13,14,461,inject
1763661859738,807,2,27,11,379,inject
1763661859749,817,3,20,16,532,inject
1763661859759,828,4,1,13,417,inject
1763661859769,838,5,11,16,523,inject
1763661859779,848,1,13,14,461,inject
1763661859790,859,2,27,11,379,inject
1763661859800,869,3,20,16,532,inject
1763661859810,879,4,1,13,417,inject
1763661859821,890,5,11,16,523,inject
1763661859825,894,1,11,16,523,repel
1763661859825,894,5,11,16,523,repel
1763661859831,900,1,13,14,461,inject
1763661859841,910,2,27,11,379,inject
1763661859852,921,3,20,16,532,inject
1763661859862,931,4,1,13,417,inject
1763661859872,941,5,10,16,522,inject
1763661859883,952,1,13,14,461,inject
1763661859893,962,2,27,11,379,inject
1763661859904,972,3,20,16,532,inject
1763661859914,983,4,1,13,417,inject
1763661859924,993,5,10,16,522,inject
1763661859935,1003,1,13,13,429,inject
1763661859945,1014,2,27,11,379,inject
1763661859955,1024,3,20,17,564,inject
1763661859966,1034,4,1,13,417,inject
1763661859976,1045,5,10,16,522,inject
1763661859986,1055,1,13,13,429,inject
1763661859997,1065,2,27,11,379,inject
1763661860007,1076,3,20,17,564,inject
1763661860017,1086,4,1,13,417,inject
1763661860028,1096,5,10,16,522,inject
1763661860038,1107,1,13,13,429,inject
1763661860048,1117,2,26,11,378,inject
1763661860059,1127,3,20,17,564,inject
1763661860069,1138,4,1,13,417,inject
1763661860079,1148,5,10,16,522,inject
1763661860090,1158,1,13,13,429,inject
1763661860100,1169,2,26,11,378,inject
1763661860110,1179,3,20,17,564,inject
1763661860121,1190,4,1,13,417,inject
1763661860131,1200,5,9,16,521,inject
1763661860141,1210,1,13,13,429,inject
1763661860152,1220,2,26,11,378,inject
1763661860162,1231,3,20,17,564,inject
1763661860172,1241,4,1,13,417,inject
1763661860183,1252,5,9,16,521,inject
1763661860193,1262,1,14,13,430,inject
1763661860203,1272,2,26,11,378,inject
1763661860214,1282,3,20,17,564,inject
1763661860224,1293,4,1,13,417,inject
1763661860234,1303,5,9,16,521,inject
1763661860245,1313,1,14,12,398,inject
1763661860255,1324,2,26,11,378,inject
1763661860265,1334,3,20,17,564,inject
1763661860276,1344,4,1,13,417,inject
1763661860286,1355,5,9,16,521,inject
1763661860296,1365,1,14,12,398,inject
1763661860307,1375,2,26,11,378,inject
1763661860317,1386,3,19,17,563,inject
1763661860327,1396,4,2,13,418,inject
1763661860338,1406,5,9,16,521,inject
1763661860348,1417,1,14,12,398,inject
1763661860358,1427,2,25,11,377,inject
1763661860369,1437,3,19,17,563,inject
1763661860379,1448,4,2,13,418,inject
1763661860389,1458,5,8,16,520,inject
1763661860399,1468,1,14,12,398,inject
1763661860410,1478,2,25,11,377,inject
1763661860420,1489,3,19,18,595,inject
1763661860430,1499,4,2,13,418,inject
1763661860441,1509,5,8,16,520,inject
1763661860451,1520,1,14,12,398,inject
1763661860461,1530,2,25,11,377,inject
1763661860471,1540,3,19,18,595,inject
1763661860482,1551,4,2,13,418,inject
1763661860492,1561,5,8,16,520,inject
1763661860502,1571,1,14,12,398,inject
1763661860513,1581,2,25,11,377,inject
1763661860523,1592,3,19,18,595,inject
1763661860533,1602,4,2,13,418,inject
1763661860544,1612,5,8,16,520,inject
1763661860554,1623,1,14,12,398,inject
1763661860564,1633,2,25,11,377,inject
1763661860574,1643,3,19,18,595,inject
1763661860585,1653,4,2,13,418,inject
1763661860595,1664,5,7,16,519,inject
1763661860605,1674,1,14,11,366,inject
1763661860616,1685,2,25,11,377,inject
1763661860626,1695,3,19,18,595,inject
1763661860636,1705,4,3,13,419,inject
1763661860647,1715,5,7,16,519,inject
1763661860657,1726,1,14,11,366,inject
1763661860667,1736,2,24,11,376,inject
1763661860678,1746,3,19,18,595,inject
1763661860688,1757,4,3,12,387,inject
1763661860698,1767,5,7,16,519,inject
1763661860709,1777,1,14,11,366,inject
1763661860719,1788,2,24,11,376,inject
1763661860729,1798,3,19,18,595,inject
1763661860740,1808,4,3,12,387,inject
1763661860750,1819,5,7,16,519,inject
1763661860760,1829,1,14,11,366,inject
1763661860771,1839,2,24,11,376,inject
1763661860781,1850,3,19,18,595,inject
1763661860791,1860,4,3,12,387,inject
1763661860801,1870,5,7,16,519,inject
1763661860812,1881,1,14,11,366,inject
1763661860822,1891,2,24,11,376,inject
1763661860832,1901,3,19,19,627,inject
1763661860843,1912,4,3,12,387,inject
1763661860853,1922,5,6,16,518,inject
1763661860864,1932,1,14,11,366,inject
1763661860874,1943,2,24,11,376,inject
1763661860884,1953,3,19,19,627,inject
1763661860894,1963,4,3,12,387,inject
1763661860905,1973,5,6,16,518,inject
1763661860915,1984,1,14,10,334,inject
1763661860925,1994,2,24,10,344,inject
1763661860936,2004,3,19,19,627,inject
1763661860946,2015,4,3,12,387,inject
1763661860956,2025,5,6,16,518,inject
1763661860967,2035,1,14,10,334,inject
1763661860977,2046,2,23,10,343,inject
1763661860987,2056,3,19,19,627,inject
1763661860998,2066,4,4,12,388,inject
1763661861008,2077,5,6,17,550,inject
1763661861018,2087,1,14,10,334,inject
1763661861029,2097,2,23,10,343,inject
1763661861039,2108,3,19,19,627,inject
1763661861049,2118,4,4,12,388,inject
1763661861060,2128,5,6,17,550,inject
1763661861070,2139,1,14,10,334,inject
1763661861080,2149,2,23,10,343,inject
1763661861091,2159,3,19,19,627,inject
1763661861101,2170,4,4,12,388,inject
1763661861111,2180,5,5,17,549,inject
1763661861122,2191,1,14,10,334,inject
1763661861132,2201,2,23,10,343,inject
1763661861142,2211,3,19,19,627,inject
1763661861153,2222,4,4,12,388,inject
1763661861163,2232,5,5,17,549,inject
1763661861173,2242,1,14,10,334,inject
1763661861184,2253,2,23,10,343,inject
1763661861194,2263,3,19,19,627,inject
1763661861204,2273,4,4,12,388,inject
1763661861215,2283,5,5,17,549,inject
1763661861225,2294,1,14,10,334,inject
1763661861235,2304,2,23,10,343,inject
1763661861246,2314,3,19,20,659,inject
1763661861256,2325,4,4,12,388,inject
1763661861266,2335,5,5,17,549,inject
1763661861277,2345,1,14,9,302,inject
1763661861287,2356,2,22,10,342,inject
1763661861297,2366,3,18,20,658,inject
1763661861308,2376,4,4,12,388,inject
1763661861318,2387,5,4,17,548,inject
1763661861328,2397,1,14,9,302,inject
1763661861339,2407,2,22,10,342,inject
1763661861349,2418,3,18,20,658,inject
1763661861359,2428,4,4,12,388,inject
1763661861370,2438,5,4,17,548,inject
1763661861380,2449,1,14,9,302,inject
1763661861390,2459,2,22,10,342,inject
1763661861401,2469,3,18,20,658,inject
1763661861411,2480,4,5,12,389,inject
1763661861421,2490,5,4,17,548,inject
1763661861432,2500,1,14,9,302,inject
1763661861442,2511,2,22,10,342,inject
1763661861452,2521,3,18,20,658,inject
1763661861463,2531,4,5,12,389,inject
1763661861473,2542,5,4,17,548,inject
1763661861483,2552,1,14,9,302,inject
1763661861494,2562,2,22,10,342,inject
1763661861504,2573,3,18,20,658,inject
1763661861514,2583,4,5,12,389,inject
1763661861525,2593,5,4,16,516,inject
1763661861535,2604,1,14,9,302,inject
1763661861545,2614,2,22,10,342,inject
1763661861556,2624,3,18,20,658,inject
1763661861566,2635,4,5,11,357,inject
1763661861576,2645,5,3,16,515,inject
1763661861587,2655,1,14,9,302,inject
1763661861597,2666,2,21,10,341,inject
1763661861607,2676,3,18,20,658,inject
1763661861618,2686,4,5,11,357,inject
1763661861628,2697,5,3,16,515,inject
1763661861638,2707,1,14,8,270,inject
1763661861649,2717,2,21,10,341,inject
1763661861659,2728,3,18,20,658,inject
1763661861670,2738,4,5,11,357,inject
1763661861680,2749,5,3,16,515,inject
1763661861690,2759,1,14,8,270,inject
1763661861700,2769,2,21,10,341,inject
1763661861711,2779,3,18,21,690,inject
1763661861721,2790,4,5,11,357,inject
1763661861731,2800,5,3,16,515,inject
1763661861742,2811,1,14,8,270,inject
1763661861753,2821,2,21,10,341,inject
1763661861763,2832,3,18,21,690,inject
1763661861773,2842,4,5,11,357,inject
1763661861784,2852,5,2,16,514,inject
1763661861794,2863,1,14,8,270,inject
1763661861804,2873,2,21,10,341,inject
1763661861815,2883,3,18,21,690,inject
1763661861825,2894,4,6,11,358,inject
1763661861835,2904,5,2,16,514,inject
1763661861846,2914,1,14,8,270,inject
1763661861856,2925,2,21,10,341,inject
1763661861866,2935,3,17,21,689,inject
1763661861876,2945,4,6,11,358,inject
1763661861887,2956,5,2,16,514,inject
1763661861897,2966,1,14,8,270,inject
1763661861908,2976,2,20,10,340,inject
1763661861918,2987,3,17,21,689,inject
1763661861928,2997,4,6,11,358,inject
1763661861938,3007,5,2,16,514,inject
1763661861949,3018,1,14,7,238,inject
1763661861959,3028,2,20,10,340,inject
1763661861970,3038,3,17,21,689,inject
1763661861980,3049,4,6,11,358,inject
1763661861990,3059,5,2,16,514,inject
1763661862000,3069,1,14,7,238,inject
1763661862011,3080,2,20,10,340,inject
1763661862021,3090,3,17,21,689,inject
1763661862032,3100,4,6,11,358,inject
1763661862042,3111,5,1,16,513,inject
1763661862052,3121,1,14,7,238,inject
1763661862063,3131,2,20,10,340,inject
1763661862073,3142,3,17,21,689,inject
1763661862083,3152,4,6,11,358,inject
1763661862094,3162,5,1,16,513,inject
1763661862104,3173,1,14,7,238,inject
1763661862114,3183,2,20,10,340,inject
1763661862125,3194,3,17,21,689,inject
1763661862135,3204,4,6,11,358,inject
1763661862145,3214,5,1,16,513,inject
1763661862156,3224,1,14,7,238,inject
1763661862166,3235,2,20,10,340,inject
1763661862176,3245,3,17,22,721,inject
1763661862187,3255,4,7,11,359,inject
1763661862197,3266,5,1,16,513,inject
1763661862207,3276,1,14,7,238,inject
1763661862218,3286,2,19,10,339,inject
1763661862228,3297,3,17,22,721,inject
1763661862238,3307,4,7,11,359,inject
1763661862249,3317,5,1,16,513,inject
1763661862259,3328,1,14,7,238,inject
1763661862269,3338,2,19,10,339,inject
1763661862280,3348,3,17,22,721,inject
1763661862290,3359,4,7,11,359,inject
1763661862300,3369,5,1,16,513,inject
1763661862311,3379,1,14,6,206,inject
1763661862321,3390,2,19,10,339,inject
1763661862331,3400,3,17,22,721,inject
1763661862342,3411,4,7,11,359,inject
1763661862352,3421,5,1,16,513,inject
1763661862363,3431,1,14,6,206,inject
1763661862373,3442,2,19,10,339,inject
1763661862383,3452,3,17,22,721,inject
1763661862394,3462,4,7,11,359,inject
1763661862404,3473,5,1,16,513,inject
1763661862414,3483,1,14,6,206,inject
1763661862426,3494,2,19,10,339,inject
1763661862436,3505,3,17,22,721,inject
1763661862446,3515,4,7,10,327,inject
1763661862457,3526,5,1,16,513,inject
1763661862467,3536,1,13,6,205,inject
1763661862478,3546,2,18,10,338,inject
1763661862488,3557,3,17,22,721,inject
1763661862498,3567,4,7,10,327,inject
1763661862509,3577,5,1,16,513,inject
1763661862519,3588,1,13,6,205,inject
1763661862529,3598,2,18,10,338,inject
1763661862539,3608,3,17,22,721,inject
1763661862550,3618,4,8,10,328,inject
1763661862560,3629,5,1,16,513,inject
1763661862570,3639,1,13,6,205,inject
1763661862580,3649,2,18,10,338,inject
1763661862591,3659,3,17,22,721,inject
1763661862601,3670,4,8,10,328,inject
1763661862611,3680,5,2,16,514,inject
1763661862622,3690,1,13,6,205,inject
1763661862632,3701,2,18,10,338,inject
1763661862642,3711,3,17,21,689,inject
1763661862653,3721,4,8,10,328,inject
1763661862663,3732,5,2,16,514,inject
1763661862673,3742,1,13,6,205,inject
1763661862684,3752,2,18,10,338,inject
1763661862694,3763,3,17,21,689,inject
1763661862704,3773,4,8,10,328,inject
1763661862715,3783,5,2,16,514,inject
1763661862725,3794,1,13,6,205,inject
1763661862735,3804,2,18,10,338,inject
1763661862746,3814,3,17,21,689,inject
1763661862756,3825,4,8,10,328,inject
1763661862766,3835,5,2,16,514,inject
1763661862777,3845,1,13,5,173,inject
1763661862787,3856,2,17,10,337,inject
1763661862797,3866,3,17,21,689,inject
1763661862808,3876,4,8,10,328,inject
1763661862818,3887,5,3,16,515,inject
1763661862828,3897,1,13,5,173,inject
1763661862838,3907,2,17,10,337,inject
1763661862849,3918,3,17,21,689,inject
1763661862859,3928,4,8,10,328,inject
1763661862869,3938,5,3,16,515,inject
1763661862880,3948,1,13,5,173,inject
1763661862890,3959,2,17,10,337,inject
1763661862900,3969,3,17,21,689,inject
1763661862911,3979,4,9,10,329,inject
1763661862921,3990,5,3,16,515,inject
1763661862932,4000,1,13,5,173,inject
1763661862942,4011,2,17,10,337,inject
1763661862952,4021,3,17,21,689,inject
1763661862963,4032,4,9,10,329,inject
1763661862973,4042,5,3,16,515,inject
1763661862983,4052,1,13,5,173,inject
1763661862994,4063,2,17,10,337,inject
1763661863004,4073,3,17,20,657,inject
1763661863015,4084,4,9,10,329,inject
1763661863025,4094,5,3,16,515,inject
1763661863036,4105,1,13,5,173,inject
1763661863046,4115,2,17,10,337,inject
1763661863056,4125,3,17,20,657,inject
1763661863067,4136,4,9,10,329,inject
1763661863077,4146,5,4,16,516,inject
1763661863088,4156,1,13,5,173,inject
1763661863098,4167,2,16,10,336,inject
1763661863108,4177,3,17,20,657,inject
1763661863119,4187,4,9,10,329,inject
1763661863129,4198,5,4,16,516,inject
1763661863139,4208,1,13,4,141,inject
1763661863150,4218,2,16,10,336,inject
1763661863160,4229,3,17,20,657,inject
1763661863170,4239,4,9,10,329,inject
1763661863181,4249,5,4,15,484,inject
1763661863191,4260,1,12,4,140,inject
1763661863201,4270,2,16,10,336,inject
1763661863212,4280,3,17,20,657,inject
1763661863222,4291,4,10,10,330,inject
1763661863232,4301,5,4,15,484,inject
1763661863243,4312,1,12,4,140,inject
1763661863253,4322,2,16,10,336,inject
1763661863263,4332,3,17,20,657,inject
1763661863274,4343,4,10,10,330,inject
1763661863284,4353,5,5,15,485,inject
1763661863294,4363,1,12,4,140,inject
1763661863305,4373,2,16,10,336,inject
1763661863315,4384,3,17,20,657,inject
1763661863325,4394,4,10,10,330,inject
1763661863336,4405,5,5,15,485,inject
1763661863346,4415,1,12,4,140,inject
1763661863356,4425,2,15,10,335,inject
1763661863367,4435,3,17,19,625,inject
1763661863377,4446,4,10,10,330,inject
1763661863387,4456,5,5,15,485,inject
1763661863398,4467,1,12,4,140,inject
1763661863408,4477,2,15,10,335,inject
1763661863418,4487,3,17,19,625,inject
1763661863429,4497,4,10,10,330,inject
1763661863439,4508,5,5,15,485,inject
1763661863449,4518,1,12,4,140,inject
1763661863459,4528,2,15,9,303,inject
1763661863470,4539,3,17,19,625,inject
1763661863480,4549,4,10,10,330,inject
1763661863490,4559,5,5,15,485,inject
1763661863501,4569,1,12,4,140,inject
1763661863511,4580,2,15,9,303,inject
1763661863521,4590,3,17,19,625,inject
1763661863532,4601,4,10,10,330,inject
1763661863542,4611,5,6,15,486,inject
1763661863553,4621,1,12,3,108,inject
1763661863563,4632,2,15,9,303,inject
1763661863573,4642,3,17,19,625,inject
1763661863584,4652,4,10,10,330,inject
1763661863594,4663,5,6,15,486,inject
1763661863604,4673,1,12,3,108,inject
1763661863615,4684,2,15,9,303,inject
1763661863625,4694,3,17,19,625,inject
1763661863635,4704,4,10,10,330,inject
1763661863646,4714,5,6,15,486,inject
1763661863656,4725,1,12,3,108,inject
1763661863666,4735,2,14,9,302,inject
1763661863677,4745,3,18,19,626,inject
1763661863687,4756,4,11,10,331,inject
1763661863697,4766,5,6,15,486,inject
1763661863707,4776,1,12,3,108,inject
1763661863718,4787,2,14,9,302,inject
1763661863728,4797,3,18,19,626,inject
1763661863738,4807,4,11,11,363,inject
1763661863749,4818,5,7,15,487,inject
1763661863759,4828,1,12,3,108,inject
1763661863770,4839,2,14,9,302,inject
1763661863780,4849,3,18,18,594,inject
1763661863791,4859,4,11,11,363,inject
1763661863801,4870,5,7,15,487,inject
1763661863811,4880,1,11,3,107,inject
1763661863821,4890,2,14,9,302,inject
1763661863832,4901,3,18,18,594,inject
1763661863842,4911,4,11,11,363,inject
1763661863852,4921,5,7,15,487,inject
1763661863863,4932,1,11,3,107,inject
1763661863873,4942,2,14,9,302,inject
1763661863883,4952,3,18,18,594,inject
1763661863894,4963,4,11,11,363,inject
1763661863904,4973,5,7,15,487,inject
1763661863915,4983,1,11,3,107,inject
1763661863925,4994,2,13,9,301,inject
1763661863935,5004,3,18,18,594,inject
1763661863945,5014,4,11,11,363,inject
1763661863956,5025,5,7,15,487,inject
1763661863966,5035,1,11,2,75,inject
1763661863976,5045,2,13,9,301,inject
1763661863987,5056,3,18,18,594,inject
1763661863997,5066,4,11,11,363,inject
1763661864007,5076,5,8,15,488,inject
1763661864018,5086,1,11,2,75,inject
1763661864028,5097,2,13,9,301,inject
1763661864038,5107,3,18,18,594,inject
1763661864049,5117,4,12,10,332,inject
1763661864059,5128,5,8,15,488,inject
1763661864069,5138,1,11,2,75,inject
1763661864080,5149,2,13,9,301,inject
1763661864090,5159,3,18,18,594,inject
1763661864100,5169,4,12,10,332,inject
1763661864111,5179,5,8,15,488,inject
1763661864121,5190,1,11,2,75,inject
1763661864131,5200,2,13,9,301,inject
1763661864142,5211,3,18,18,594,inject
1763661864152,5221,4,12,10,332,inject
1763661864162,5231,5,8,15,488,inject
1763661864173,5242,1,11,2,75,inject
1763661864183,5252,2,13,9,301,inject
1763661864193,5262,3,18,17,562,inject
1763661864204,5273,4,12,10,332,inject
1763661864214,5283,5,8,14,456,inject
1763661864225,5293,1,11,2,75,inject
1763661864235,5304,2,13,9,301,inject
1763661864245,5314,3,18,17,562,inject
1763661864255,5324,4,12,11,364,inject
1763661864266,5335,5,9,14,457,inject
1763661864276,5345,1,11,2,75,inject
1763661864286,5355,2,13,9,301,inject
1763661864297,5365,3,18,17,562,inject
1763661864307,5376,4,12,11,364,inject
1763661864317,5386,5,9,14,457,inject
1763661864328,5397,1,11,2,75,inject
1763661864338,5407,2,13,9,301,inject
1763661864349,5417,3,18,17,562,inject
1763661864359,5428,4,12,11,364,inject
1763661864369,5438,5,9,14,457,inject
1763661864379,5448,1,11,2,75,inject
1763661864390,5459,2,13,9,301,inject
1763661864400,5469,3,18,17,562,inject
1763661864411,5479,4,12,11,364,inject
1763661864421,5490,5,9,14,457,inject
1763661864431,5500,1,11,2,75,inject
1763661864442,5510,2,13,9,301,inject
1763661864452,5521,3,18,17,562,inject
1763661864462,5531,4,12,11,364,inject
1763661864473,5542,5,9,14,457,inject
1763661864483,5552,1,11,2,75,inject
1763661864493,5562,2,13,9,301,inject
1763661864504,5573,3,18,17,562,inject
1763661864514,5583,4,12,11,364,inject
1763661864525,5593,5,10,14,458,inject
1763661864535,5604,1,11,2,75,inject
1763661864545,5614,3,18,17,562,inject
1763661864556,5624,4,11,10,331,inject
1763661864566,5635,5,10,14,458,inject
1763661864576,5645,1,11,2,75,inject
1763661864587,5655,3,19,17,563,inject
1763661864597,5666,4,11,10,331,inject
1763661864607,5676,5,10,14,458,inject
1763661864617,5686,1,11,2,75,inject
1763661864628,5697,2,12,12,396,inject
1763661864638,5707,3,19,16,531,inject
1763661864649,5717,4,11,10,331,inject
1763661864659,5728,5,10,14,458,inject
1763661864669,5738,1,11,2,75,inject
1763661864680,5748,2,12,12,396,inject
1763661864690,5759,3,19,16,531,inject
1763661864700,5769,4,11,10,331,inject
1763661864711,5779,5,10,14,458,inject
1763661864721,5790,1,11,3,107,inject
1763661864732,5801,2,13,12,397,inject
1763661864742,5811,3,19,16,531,inject
1763661864753,5821,4,11,10,331,inject
1763661864763,5832,5,11,14,459,inject
1763661864773,5842,1,11,3,107,inject
1763661864784,5852,2,13,13,429,inject
1763661864794,5863,3,19,16,531,inject
1763661864804,5873,4,10,10,330,inject
1763661864815,5883,5,11,14,459,inject
1763661864826,5895,1,11,3,107,inject
1763661864836,5905,2,13,13,429,inject
1763661864847,5915,3,19,16,531,inject
1763661864857,5926,4,10,10,330,inject
1763661864867,5936,5,11,14,459,inject
1763661864878,5946,1,11,3,107,inject
1763661864888,5957,2,13,13,429,inject
1763661864898,5967,3,19,16,531,inject
1763661864908,5977,4,10,10,330,inject
1763661864919,5987,5,11,14,459,inject
1763661864929,5998,1,11,3,107,inject
1763661864939,6008,2,13,13,429,inject
1763661864950,6019,3,19,16,531,inject
1763661864960,6029,4,10,10,330,inject
1763661864970,6039,5,11,15,491,inject
1763661864981,6049,1,11,3,107,inject
1763661864991,6060,2,13,13,429,inject
1763661865001,6070,3,19,16,531,inject
1763661865012,6080,4,10,10,330,inject
1763661865022,6091,5,12,14,460,inject
1763661865032,6101,1,11,4,139,inject
1763661865043,6111,2,13,13,429,inject
1763661865053,6122,3,19,16,531,inject
1763661865063,6132,4,9,10,329,inject
1763661865074,6142,5,13,14,461,inject
1763661865084,6153,1,11,4,139,inject
1763661865094,6163,2,13,13,429,inject
1763661865105,6173,3,19,16,531,inject
1763661865115,6184,4,9,10,329,inject
1763661865125,6194,5,13,14,461,inject
1763661865136,6204,1,11,4,139,inject
1763661865146,6215,2,13,13,429,inject
1763661865156,6225,3,20,15,500,inject
1763661865166,6235,4,9,10,329,inject
1763661865177,6246,5,13,14,461,inject
1763661865187,6256,1,12,4,140,inject
1763661865198,6266,2,13,13,429,inject
1763661865208,6277,3,20,15,500,inject
1763661865218,6287,4,9,10,329,inject
1763661865229,6297,5,13,14,461,inject
1763661865239,6308,1,12,4,140,inject
1763661865249,6318,2,13,13,429,inject
1763661865260,6328,3,20,15,500,inject
1763661865270,6339,4,9,10,329,inject
1763661865280,6349,5,13,14,461,inject
1763661865291,6359,1,12,4,140,inject
1763661865301,6370,2,13,13,429,inject
1763661865311,6380,3,20,15,500,inject
1763661865322,6390,4,9,10,329,inject
1763661865332,6401,5,13,14,461,inject
1763661865335,6404,2,13,14,461,repel
1763661865335,6404,5,13,14,461,repel
1763661865343,6411,1,12,4,140,inject
1763661865353,6422,2,13,13,429,inject
1763661865363,6432,3,20,15,500,inject
1763661865375,6444,4,8,11,360,inject
1763661865385,6454,5,14,14,462,inject
1763661865396,6464,1,12,4,140,inject
1763661865406,6475,2,13,13,429,inject
1763661865416,6485,3,20,15,500,inject
1763661865427,6495,4,8,11,360,inject
1763661865437,6506,5,14,14,462,inject
1763661865447,6516,1,12,5,172,inject
1763661865458,6526,2,13,13,429,inject
1763661865462,6530,2,13,13,429,repel
1763661865462,6530,5,13,13,429,repel
1763661865468,6537,3,20,15,500,inject
1763661865478,6547,4,8,11,360,inject
1763661865489,6557,5,14,14,462,inject
1763661865499,6568,1,12,5,172,inject
1763661865509,6578,2,13,13,429,inject
1763661865512,6581,2,13,13,429,repel
1763661865512,6581,5,13,13,429,repel
1763661865520,6588,3,20,15,500,inject
1763661865530,6599,4,8,11,360,inject
1763661865540,6609,5,14,14,462,inject
1763661865551,6619,1,12,5,172,inject
1763661865561,6630,3,20,15,500,inject
1763661865571,6640,4,8,11,360,inject
1763661865582,6650,5,14,14,462,inject
1763661865592,6661,1,12,5,172,inject
1763661865602,6671,3,21,15,501,inject
1763661865613,6681,4,8,11,360,inject
1763661865623,6692,5,14,14,462,inject
1763661865633,6702,1,12,5,172,inject
1763661865644,6712,3,21,15,501,inject
1763661865654,6723,4,8,11,360,inject
1763661865664,6733,5,15,14,463,inject
1763661865675,6743,1,12,5,172,inject
1763661865685,6754,3,21,15,501,inject
1763661865695,6764,4,7,11,359,inject
1763661865706,6774,5,15,14,463,inject
1763661865716,6785,1,12,5,172,inject
1763661865726,6795,3,21,15,501,inject
1763661865737,6805,4,7,12,391,inject
1763661865747,6816,5,15,14,463,inject
1763661865757,6826,1,12,6,204,inject
1763661865768,6836,3,21,15,501,inject
1763661865778,6847,4,7,12,391,inject
1763661865788,6857,5,15,14,463,inject
1763661865799,6868,1,12,6,204,inject
1763661865809,6878,3,21,15,501,inject
1763661865819,6888,4,7,12,391,inject
1763661865830,6898,5,15,14,463,inject
1763661865840,6909,1,12,6,204,inject
1763661865850,6919,3,21,15,501,inject
1763661865861,6929,4,7,12,391,inject
1763661865871,6940,5,16,14,464,inject
1763661865881,6950,1,12,6,204,inject
1763661865892,6961,3,21,14,469,inject
1763661865902,6971,4,7,12,391,inject
1763661865913,6981,5,16,14,464,inject
1763661865923,6992,1,12,6,204,inject
1763661865933,7002,3,21,14,469,inject
1763661865944,7012,4,6,12,390,inject
1763661865954,7023,5,16,14,464,inject
1763661865964,7033,1,12,6,204,inject
1763661865975,7043,3,21,14,469,inject
1763661865985,7054,4,6,12,390,inject
1763661865996,7064,5,16,14,464,inject
1763661866006,7075,1,12,6,204,inject
